Song_id,Song,Singer/Artists,Album/Movie,User-Rating,chroma_mean_0,chroma_mean_1,chroma_mean_2,chroma_mean_3,chroma_mean_4,chroma_mean_5,chroma_mean_6,chroma_mean_7,chroma_mean_8,chroma_mean_9,chroma_mean_10,chroma_mean_11,chroma_std_0,chroma_std_1,chroma_std_2,chroma_std_3,chroma_std_4,chroma_std_5,chroma_std_6,chroma_std_7,chroma_std_8,chroma_std_9,chroma_std_10,chroma_std_11,mfccs_mean_0,mfccs_mean_1,mfccs_mean_2,mfccs_mean_3,mfccs_mean_4,mfccs_mean_5,mfccs_mean_6,mfccs_mean_7,mfccs_mean_8,mfccs_mean_9,mfccs_mean_10,mfccs_mean_11,mfccs_mean_12,mfccs_std_0,mfccs_std_1,mfccs_std_2,mfccs_std_3,mfccs_std_4,mfccs_std_5,mfccs_std_6,mfccs_std_7,mfccs_std_8,mfccs_std_9,mfccs_std_10,mfccs_std_11,mfccs_std_12,cent_mean,cent_std,cent_skew,contrast_mean_0,contrast_mean_1,contrast_mean_2,contrast_mean_3,contrast_mean_4,contrast_mean_5,contrast_mean_6,contrast_std_0,contrast_std_1,contrast_std_2,contrast_std_3,contrast_std_4,contrast_std_5,contrast_std_6,rolloff_mean,rolloff_std,rolloff_skew,zrate_mean,zrate_std,zrate_skew,tempo,Genre
1,  Baawra,"Gulzar, Nihira Joshi Deshpande, Shankar Mahadevan",Kill Dil,8.9/10,0.244236628,0.19915122,0.177213065,0.221105285,0.257306666,0.209214262,0.193280618,0.201302028,0.240178086,0.268573446,0.237301989,0.237164723,0.189476461,0.174665143,0.186205953,0.158027445,0.195358356,0.163987332,0.181460389,0.183375991,0.164247005,0.205758436,0.158048785,0.195454598,-256.5881062,127.2769242,-14.41775503,17.53792677,-6.513118117,0.117852044,-11.49413743,-0.574623073,-12.24467068,-7.270858417,-6.193297864,-3.908730147,-2.270536192,91.81785724,29.86650787,23.7317384,22.45191981,15.65960894,18.2327553,13.08424354,16.66886131,13.12075152,15.11068236,12.43982645,14.28376659,15.07779398,2699.939508,1379.366364,3.451364042,20.956544,15.74632247,23.14002446,25.52345046,23.09853596,23.99242485,42.56465538,7.504816172,5.29203653,5.880197651,6.497278321,5.75669558,5.978425762,4.641405167,5565.798576,2812.496794,1.359046703,0.053264245,0.084470113,6.404504576,84.72079918,BollywoodSad
2,  Bewajah,Himesh Reshammiya,Sanam Teri Kasam,9.3/10,0.248852543,0.231970428,0.182804755,0.240955029,0.313201763,0.242908087,0.141773935,0.187995672,0.270070212,0.243383,0.230901986,0.24222515,0.147283315,0.199800731,0.143547429,0.1706022,0.227250796,0.164756641,0.139732038,0.129185635,0.159518035,0.179546332,0.148174316,0.1604863,-188.2067506,173.8433611,-29.84153943,27.74583912,8.948660266,0.06445466,8.827755294,-5.366760895,6.136812866,-2.882187411,-2.026556781,6.413137916,2.235043481,86.10431334,36.15575645,31.30631286,26.34396719,20.49020899,12.50286485,14.48522537,10.99952665,13.17555455,12.12481413,11.43041706,12.20032357,10.32416914,1820.258533,1037.182782,4.70465114,18.69606362,16.2512021,20.26032081,23.40851681,25.16137483,28.31413192,40.37742473,6.220849505,5.403452811,5.625319246,6.071459626,7.079112645,8.35234433,11.73615327,3711.591967,2103.816649,3.289461748,0.040098323,0.034660672,6.76610118,144.2307692,BollywoodSad
3,  Jogiya,"Anuradha Paudwal, Sukhwinder Singh",Deewane,8.4/10,0.21705545,0.21613832,0.198672465,0.188382076,0.204732971,0.291889976,0.384990302,0.361091649,0.260392444,0.206526099,0.226212603,0.227943631,0.121423206,0.144447901,0.119800748,0.142295999,0.137777051,0.120853505,0.150524316,0.113583182,0.122348015,0.127004131,0.128997762,0.157509951,-175.7741869,133.5048347,-43.12435947,30.91624417,0.25041844,15.35632495,2.294443888,11.5335457,2.828244614,1.526499561,1.365417071,5.008210928,0.19120588,63.02142609,24.32757258,27.55356915,18.27567296,15.95838517,13.16745174,12.16578228,11.86849303,10.19287153,11.51899597,11.29389928,10.86284039,11.37544208,3017.505816,1096.912834,1.014379958,18.11650425,15.55165405,22.74496579,23.92184631,22.88861294,23.57794255,45.67140069,5.79659963,4.87938863,6.046100414,5.908841678,5.18972373,5.774427045,6.800430892,5827.541019,2314.293373,0.64938168,0.059330479,0.027751679,1.719417197,156.6051136,BollywoodSad
4, Aa Aa E Ooh Ooh Ooh Mera Dil Na Todo,Abhijeet,Raja Babu,8.9/10,0.251090564,0.163003174,0.158830343,0.217718952,0.268462077,0.214939243,0.209736133,0.248122764,0.320864577,0.369744302,0.331782515,0.311150303,0.103790903,0.091290571,0.115221151,0.10285747,0.116630102,0.095158535,0.10953817,0.124932797,0.097044878,0.137225163,0.111792885,0.135803991,-245.54364,167.7978567,-56.03243437,31.97120005,15.96119234,0.124130819,13.49469017,-2.134661775,10.36034861,6.357929282,3.267568433,8.18258581,-1.604450942,52.81840604,27.45362815,20.72727177,13.2357598,10.08224025,8.128072549,9.654308261,8.957127229,8.212001982,10.42611951,10.30542554,9.805015197,8.908494662,2083.558204,567.3979158,0.836021808,19.36864642,14.09742123,18.87071722,21.71420473,20.800526,20.13694057,41.377583,6.009302219,4.498058964,5.216914525,5.44636291,5.059525686,3.739743013,4.749339161,3986.885962,1026.859809,0.626479835,0.052616432,0.025562063,2.41475068,120.1853198,BollywoodDance
5, Aa Jao Na,"Arijit Singh, Shashwat Sachdev",Veere Di Wedding,9.4/10,0.250936892,0.263249421,0.275055858,0.276954666,0.263051313,0.216738439,0.206940614,0.238444633,0.249172765,0.239970516,0.182429223,0.189623114,0.192086756,0.167568273,0.192849035,0.148631673,0.159240424,0.144920859,0.136118291,0.170984123,0.140260458,0.17254451,0.137306226,0.154690773,-252.7380249,160.1588334,21.16655727,17.82588515,1.388623126,21.44824578,-3.062923907,3.656983549,-0.200015499,1.886021795,-5.697955449,7.774786925,8.022832217,61.01107311,26.81666021,24.83535547,16.94924788,16.84759024,14.95070071,13.99018089,12.7060595,11.89383934,11.8750261,11.10582676,12.84766082,13.91211786,1805.873633,1025.798584,1.543408561,22.64394628,15.24295371,20.14712343,21.50494416,21.65220493,23.92740596,40.59545439,8.451481639,4.859685697,5.234068706,4.951849908,4.531397961,6.07293953,7.057123546,3763.400903,2716.767,0.964513636,0.022075094,0.012688151,2.481777192,139.6748311,BollywoodSad
6, Aa Zara,Sunidhi Chauhan,Murder 2,9.5/10,0.165589826,0.154444222,0.124296969,0.147906149,0.225302635,0.298065257,0.254635662,0.204808656,0.213477557,0.336790383,0.363258179,0.255372591,0.135391649,0.144879105,0.131957637,0.139309254,0.153396508,0.170674143,0.171776546,0.162524092,0.16759906,0.154753869,0.211298877,0.151766336,-148.5027299,140.9395953,-14.22031718,47.05090096,-4.197549172,21.02231166,-12.42878356,14.78942598,-2.759730205,7.920172674,2.794768097,5.816341273,-4.503193719,68.54128858,23.50665087,19.54875624,14.83434635,14.70264722,12.62873792,15.81140028,11.10713835,11.44090722,10.05135201,9.895758052,10.96501213,9.389876359,2799.39851,1010.726954,0.658645801,20.31751101,14.32867807,20.56858828,24.03568453,24.02666348,24.64962298,47.26372558,6.194667589,4.205770727,4.884332091,5.468464293,5.013048135,5.466249575,6.809654364,6246.07384,2445.30786,0.086805713,0.045297722,0.024084331,1.75530919,126.0480183,BollywoodRomantic
7, Aaankhein Milayenge Darr Se,"K. Mohan, Neha Bhasin",Neerja,9.6/10,0.258001674,0.287424187,0.278698511,0.268157868,0.25638936,0.25439287,0.279775525,0.315583979,0.28326534,0.221204462,0.192106939,0.162632563,0.13191895,0.115081941,0.116484377,0.147015972,0.142429465,0.136807514,0.115328282,0.157934862,0.11575443,0.112756628,0.116094481,0.108214088,-186.6658048,156.0149756,-29.97584501,26.05842492,4.290352211,14.61629786,-0.02253259,10.66171568,9.810522422,8.740898389,7.241613531,7.574591573,7.768840996,85.35561775,28.09763037,27.03137029,14.59723702,17.85504054,10.10267212,14.3288556,9.846365702,9.974979966,8.282023354,9.828472782,11.24927982,9.668477846,2134.959796,879.1007319,1.513690688,15.77723932,11.35775815,17.27382519,19.2678321,17.8883129,20.20798277,42.33895413,5.163492924,3.825964267,5.274211418,5.517558435,4.147907104,3.977080518,7.334372238,4252.209968,1903.295424,1.158101625,0.038006243,0.02273186,3.153366569,82.03125,BollywoodDance
8, Aadat (Juda Hoke Bhi),Atif Aslam,Kalyug,9.3/10,0.239039964,0.214215444,0.23521995,0.246626981,0.208454772,0.200166854,0.26227721,0.349996103,0.313607126,0.228688775,0.187918445,0.233692055,0.180524804,0.135060661,0.133180555,0.137186977,0.107624456,0.153886496,0.131257743,0.156262354,0.159789575,0.147203955,0.175561852,0.143119647,-176.8199259,138.3578836,-24.99230364,46.70012187,-5.266693364,21.81402608,-6.903450198,12.34962171,0.320895671,-9.638164137,6.017413477,-0.338573918,6.16399366,77.9707086,28.99944979,29.20575667,22.92224919,16.67541617,17.35314558,12.14905798,14.36689294,11.52777814,11.91642452,11.21837933,11.03103492,13.16941441,2694.119451,1115.578496,0.751815679,20.96210477,12.40313889,22.23703039,24.06539279,23.17912418,25.76701055,46.12699718,7.394788387,4.473219869,5.72808666,5.863269511,5.7046227,7.307846794,7.981148125,5703.602142,2496.303489,0.375060963,0.054911274,0.030984666,1.332482718,103.359375,BollywoodSad
9, Aaj Din Chadheya,"Harshdeep Kaur, Irshad Kamil",Love Aj Kal,9.6/10,0.195035178,0.223824665,0.18061324,0.195309787,0.267410375,0.212708014,0.185136268,0.183245817,0.336300358,0.408386786,0.301592405,0.205084032,0.128911569,0.159685453,0.157409755,0.119286321,0.141951373,0.114236819,0.154908903,0.122920026,0.135596395,0.157974071,0.120198627,0.148370227,-189.5934674,163.4682705,-10.52445236,25.70085835,7.774627244,10.82066798,-8.493139177,15.36555412,-3.609583755,-3.339112018,2.561898209,10.81152612,-2.216452618,70.46615986,34.78319498,19.76708892,15.38012222,13.32658138,11.85898343,11.61805912,11.79380335,10.20179609,10.59771248,9.866717881,12.15740366,9.719462151,2159.320617,873.5979898,1.212768757,19.84522695,14.17080222,20.60543944,24.33977911,24.08358143,26.06767007,43.51164756,6.045277592,4.454740692,5.111966761,5.519250648,5.221300826,5.897910848,6.739507399,4394.272674,2257.764722,1.157377153,0.038958491,0.020474338,1.088198118,86.1328125,BollywoodRomantic
10,Raabta Tujhse Raha,Aaman Trikha,Yeh Hai Judgement Hanged Till Death,9.1/10,0.172157592,0.18293215,0.240659132,0.265885009,0.298650304,0.302181275,0.199572886,0.146847235,0.169225484,0.274134725,0.320581248,0.256802421,0.184389478,0.146276294,0.170575084,0.174092841,0.155295952,0.177293634,0.120029679,0.138101645,0.12229332,0.151442709,0.168129957,0.128915888,-257.4822344,166.1176266,-10.53989907,23.83926041,7.227309303,-0.691776054,1.396959204,4.675331238,-9.424227355,-15.67310831,-3.222399047,-1.648050035,-5.729760648,69.48801068,34.31829769,25.12012057,15.22474096,18.17177585,14.22217718,10.58252351,14.24566709,11.66541009,12.39218522,11.01958294,11.86224856,12.68890972,1874.681011,993.9694584,3.7541983,21.63292684,13.06978282,22.23541732,24.09528677,26.19603952,26.78447029,40.8962593,6.11010348,4.705013104,5.881862543,6.235853876,6.072962764,6.177550521,5.529909129,3614.431704,2124.197185,2.938823153,0.031705311,0.018036737,5.854916806,93.75,BollywoodRomantic
11, Aaj Udta Hua Ek Panchhi,Mohammed Rafi,Gehra Daag,8.7/10,0.186306331,0.237428811,0.281984685,0.263955469,0.279019448,0.288975219,0.228658929,0.146248825,0.138616357,0.210512611,0.265232656,0.211573906,0.147697205,0.163725963,0.193695869,0.185306229,0.170031937,0.218488821,0.171924408,0.150061421,0.136107971,0.157555304,0.175909599,0.142177669,-384.5829984,199.0785037,3.220313426,-3.028843638,25.29030068,-0.726873189,-3.343309592,2.515410993,-7.682712434,-5.568017775,-3.313718702,-8.562140416,-5.424132559,39.93429104,25.32045346,22.77116141,11.93318706,10.42103896,9.119076873,8.127544116,7.490251262,7.451046127,7.413587524,9.033754443,10.03961488,9.039857546,939.7354812,339.8063217,12.37555724,23.15741963,15.38678779,21.00870195,21.80217819,20.5831411,20.3901354,27.49820496,7.735690824,5.048470864,5.111356502,4.709722104,3.916796861,2.896826438,2.36739794,1633.09971,684.8346295,8.107848675,0.0242005,0.015524225,8.571983826,109.9567819,BollywoodDance
12, Aaj Unse Milna Hai,Shaan,Prem Ratan Dhan Payo,7.9/10,0.17599134,0.264251931,0.313331818,0.24641996,0.155093419,0.136859324,0.220911013,0.30824768,0.299945399,0.302077611,0.280652071,0.164034272,0.156949971,0.145146851,0.151506886,0.144521597,0.140899587,0.149088981,0.139083084,0.174963975,0.135094537,0.16550563,0.16152619,0.116158657,-207.5575802,146.4141225,-14.10723693,35.95068823,10.30774525,13.1912628,0.579674021,7.939552317,-3.078318794,2.709465399,2.638653441,6.181047192,-0.247469388,77.09013345,33.73620482,27.0125374,19.13715538,15.94330376,15.09933192,12.6397905,12.53015062,9.027683774,14.84382394,11.18120249,15.18833109,13.49666505,2329.065647,1029.995956,1.997428262,21.62208733,16.21843581,22.50422965,23.80901973,23.18913186,23.5125557,44.14203696,6.129561389,5.180649376,6.026720586,6.614348056,5.869105736,5.775623471,5.78221598,4828.512341,2378.143963,1.22502848,0.034285298,0.021145503,2.492330348,161.4990234,Bollywood
13, Aaja Aaja Re Tujhko,"Asha Bhosle, Mahendra Kapoor",Gumrah,8.8/10,0.146077035,0.154455545,0.223684711,0.213227404,0.170426497,0.15287169,0.248826781,0.320769959,0.308906376,0.246057833,0.259243637,0.232784799,0.132700114,0.147950291,0.193645648,0.18171357,0.182549266,0.133849009,0.172979399,0.211446878,0.17691798,0.19991216,0.17272131,0.166527749,-138.5654876,150.5328489,-36.3186959,27.47687871,-16.68147018,-20.69306795,2.580762617,-14.25746633,-17.98715706,-9.713745901,-15.20397521,-6.173588246,-13.33078923,44.00792015,32.38860719,17.61789828,13.34376353,11.80596305,11.74056374,10.70010455,12.00176648,13.69765681,13.65183911,13.16618914,17.4745378,14.38573249,1245.497942,374.6221222,1.325395003,26.25154263,21.30802444,29.27886465,28.63865744,27.39816446,28.27382146,19.55493338,7.561765626,6.65636338,7.251797662,6.415329836,5.536907408,4.97695626,4.062424279,2400.191384,792.330339,0.41875399,0.055347502,0.024629355,1.792720677,103.359375,BollywoodRomantic
14, Aanchal Men Saja Lena,Mohammed Rafi,Phir Wohi Dil Laya Hoon,9.5/10,0.192046528,0.145038015,0.141557731,0.17707703,0.293240022,0.333740602,0.331311119,0.303651872,0.26457753,0.183553809,0.146805603,0.171290802,0.160294902,0.128036328,0.153670727,0.167790404,0.193765438,0.204219086,0.176226615,0.191697542,0.160052791,0.158459628,0.146937533,0.153395645,-219.3987974,113.8135277,-22.86915068,47.55986985,-9.048593296,6.741871198,-9.636660147,-2.67569392,-15.12182507,-2.900553898,-7.024275909,-4.973692465,-4.658864132,78.30350454,24.64721779,20.0820668,14.59203196,16.812093,11.13662656,11.64873023,8.815362069,10.31045505,9.767032359,9.444094297,9.646393887,10.22846606,1668.525292,666.1369256,2.113999248,32.51204137,23.60998561,26.69348551,24.12145933,23.04447901,24.85443686,37.66850895,7.7920871,6.018653371,5.57866029,4.923851021,4.649970154,4.713341372,5.152333577,3492.421597,1285.865772,1.126085777,0.056061587,0.044829359,2.551107564,143.5546875,BollywoodRomantic
15, Aao Milo Chalo,"Shaan, Ustad Sultan Khan",Jab We Met,9.7/10,0.174876069,0.162376809,0.194408365,0.271649763,0.261799277,0.242884937,0.250779284,0.271878187,0.271722833,0.231257033,0.213498426,0.210805699,0.158797985,0.161656567,0.143964784,0.175451425,0.187544058,0.154519273,0.180403091,0.150503076,0.176013189,0.155758857,0.178359853,0.180382405,-236.8868401,122.5536008,-11.37616902,46.70420271,-7.012454307,15.29639657,-7.590801835,11.83390195,-10.09781287,1.0116888,-1.025442399,4.723642628,-3.872063098,79.03972915,25.70086223,16.85759793,18.63836424,15.44088577,12.47478482,11.87241252,12.38913813,9.788308526,10.65587179,9.919869393,11.38388436,9.054519795,3239.505052,1191.822578,0.785744828,22.50418797,14.91361483,21.62801805,20.87808247,20.81732806,19.91797583,43.85148249,6.545905735,5.732536898,5.893921113,4.903101265,4.118086761,3.40731121,6.064874429,7301.897324,2534.863194,-0.03155298,0.038002043,0.022428311,3.036042255,120.1853198,BollywoodDance
16, Aaoge Jab Tum,Rashid Khan,Jab We Met,9.3/10,0.196085778,0.187152308,0.14167886,0.123908904,0.157578024,0.292762556,0.320870227,0.269277495,0.207166668,0.211016134,0.243958622,0.231416845,0.158266946,0.186261677,0.159043424,0.16947399,0.163246196,0.180918069,0.219571823,0.172122212,0.213906507,0.168799904,0.192238883,0.189726557,-217.0089968,127.0954949,-0.242851754,50.80896263,-4.430712941,23.05446731,-0.785759201,4.396367832,0.481485256,2.058079849,-2.909772189,0.581031717,5.802303559,74.84545751,28.67294942,25.09605253,19.43903922,20.07882782,18.02787703,13.86010951,14.73886201,15.41600598,15.34956753,14.49607234,11.13931068,16.73016244,2813.973478,1179.025872,1.055881662,23.05061913,15.33174075,23.2231833,25.79983581,24.57717417,23.68009697,46.6316103,6.280212739,5.196429169,5.370590284,6.376809148,5.785706715,6.077040981,6.342490507,6469.507946,2562.490117,-0.020819681,0.035141824,0.026412975,3.156105463,120.1853198,BollywoodSad
17, Aaya Aaya Toofan,Kishore Kumar,Toofan,8.4/10,0.283038875,0.28206162,0.289197321,0.263229997,0.214374858,0.206091334,0.227496038,0.254690953,0.245595137,0.28603718,0.297894439,0.279016606,0.147509902,0.113817802,0.144602391,0.124414467,0.097559343,0.107672353,0.101359792,0.129751696,0.108503826,0.116401519,0.127264305,0.113074417,-168.7299865,170.6174061,-81.9121507,16.94738034,-6.081300359,-8.922996358,-1.722293351,-11.61597838,-3.962615808,-12.22711423,-3.470123712,-4.797976283,1.324483145,21.61564906,14.75677056,11.89052252,13.39551689,9.951040552,8.904134247,8.541145843,9.293877187,8.752436294,8.830280608,8.969948252,9.271593828,9.154337133,2199.387554,336.3235374,0.852123867,15.6977801,12.02735157,16.9792422,19.72315827,22.00762287,26.2076138,45.58904318,6.259258879,4.236654833,4.498852871,4.786962025,4.747810846,4.806773291,2.288860137,3850.169526,581.1296478,0.764573818,0.070124022,0.020399044,0.421481013,129.1992188,BollywoodDance
18, Aayat,"Altamash Faridi, Arijit Singh, Farhan Sabri, Mujtaba Aziz Naza, Shadab",Bajirao Mastani,9.5/10,0.147313028,0.25364734,0.319691973,0.263573499,0.19573498,0.25644627,0.300175736,0.230259716,0.20931365,0.252474259,0.201017922,0.15251966,0.135198277,0.152686321,0.170272012,0.144233318,0.153418804,0.168823719,0.201329761,0.163660054,0.173237727,0.176323231,0.159259446,0.163250856,-194.7374841,122.6100101,-8.630642674,32.47910475,-2.613201823,22.3910345,-8.805406542,2.529441372,-4.112925176,-0.740437636,-7.233197717,4.802582804,0.967330913,84.47736713,29.30332131,25.35632645,21.6072908,15.22827505,15.08273382,12.95703589,12.23015979,12.03602803,14.87757369,12.09550146,13.85550944,12.08461324,3222.22207,1338.774441,2.595824099,22.94964445,14.33704386,20.12131751,22.41633801,22.89481986,24.25724196,46.42066872,7.442170823,4.773354905,4.833309472,5.098171896,4.474092736,4.355582462,6.442801978,7289.966392,2726.872778,0.29743018,0.051894411,0.05099041,7.136163896,92.28515625,BollywoodSad
19,Banjaare Ko Ghar,"Mohammed Irfan, Shashaa Tirupati",Ek Villain,9.5/10,0.254092371,0.236562212,0.217897518,0.243052161,0.254799877,0.154547307,0.132263825,0.203758689,0.298373822,0.275635547,0.253631837,0.253487124,0.149535646,0.225387373,0.161156776,0.173406201,0.167794415,0.130550172,0.144505503,0.127085062,0.175994977,0.171252568,0.149732211,0.193292633,-209.5329523,161.6366024,-2.975841295,42.90691191,-2.816661075,13.81135918,1.612205368,4.355541409,-7.001382241,-4.712394973,-2.437816552,-3.845249833,1.22123658,74.39216813,26.1017911,27.67964802,20.20521892,16.59888609,15.09602974,11.62656846,12.09591244,10.27970065,11.68682202,11.57391908,12.99973854,12.29155953,2104.662402,1081.166209,1.585297244,21.63787117,14.94536256,24.99556402,25.22545395,24.85582331,23.74408249,44.89735937,5.965301257,5.026221115,5.586648909,5.286707472,4.653024009,4.923465409,7.296515349,4424.551277,2711.404703,0.995878774,0.031499591,0.014252678,2.348400139,114.84375,BollywoodRomantic
20, Ab Ke Baras Bhejo,Asha Bhosle,Bandini,9.4/10,0.242361822,0.271202016,0.213261907,0.139591368,0.162200144,0.231048591,0.238879238,0.277688427,0.270108601,0.217184592,0.177551755,0.192207876,0.189520065,0.212552629,0.151909518,0.13235918,0.168457376,0.192981279,0.194146558,0.181004448,0.203101932,0.178254586,0.191670554,0.171310715,-310.5742777,110.0671317,-58.04546711,22.37270473,6.345839497,-28.40846959,-0.175480166,-12.12900677,-13.2894398,-9.507239283,-17.33046692,-9.076796546,-11.28613844,46.81670702,26.50311421,26.18507259,22.48163373,15.93851353,16.30365775,12.63524176,11.74880998,12.24369983,11.34420801,11.34556162,12.85085146,17.5310571,1573.07097,508.8925443,0.716925458,29.68456602,23.7543278,30.57312384,29.93418612,29.89515018,45.66015849,14.60275069,9.115557066,6.689046432,6.85092886,6.79400047,6.483641502,7.983209127,3.248099454,2745.505158,793.1797503,0.83209552,0.089451816,0.047790232,0.860645828,198.7680288,BollywoodSad
21, Ab Mujhe Koi,Rekha Bhardwaj,Ishqiya,9.3/10,0.245725606,0.220503236,0.227453219,0.235180492,0.220050717,0.178384678,0.226627475,0.215296688,0.195333005,0.190919544,0.239987632,0.274043008,0.177104659,0.209155495,0.174131503,0.202609886,0.174342521,0.150099161,0.186444706,0.16543123,0.17848982,0.158150458,0.185054217,0.205300042,-285.5229988,166.2562731,39.02273844,20.89182918,9.731366821,15.02978571,8.9373037,9.256490267,-4.935605106,-2.936627789,-0.879758695,-4.014111914,-7.619535739,65.19786356,32.08478439,24.05108758,16.30256318,14.76134591,11.15823184,11.42925695,10.17845671,12.51195518,10.52631497,10.11337781,10.51461104,10.68032674,1314.1194,805.8129098,2.966443209,23.15296776,14.22965366,24.10612105,24.43827702,24.71102726,21.60119712,36.69768506,6.258745657,5.109406994,5.450109963,5.432781514,6.34462311,5.15141154,7.018690562,2268.182297,2019.008878,2.279347446,0.018297159,0.013955974,11.33624983,93.96306818,BollywoodSad
22, Ab Mujhko Jeena,Zubeen Garg,Aashayein,9.6/10,0.356110427,0.245531009,0.141058966,0.171638214,0.309860613,0.331455579,0.288320447,0.273419001,0.212752362,0.138045782,0.158966541,0.283249027,0.146394878,0.117979879,0.120105212,0.114567566,0.155732474,0.184774247,0.131766813,0.146136473,0.115598645,0.147182014,0.127081976,0.137001318,-200.9684843,176.392683,-1.776753135,32.53714994,-4.114587136,3.006642508,12.27002765,4.305937202,-1.659737957,3.107932636,-0.511518073,0.330937633,6.716571799,56.73510208,22.52142139,19.57519837,15.70122741,18.71161009,9.742210123,10.26091627,9.46030113,8.3511405,10.58783538,9.315095266,9.065492932,9.864247216,1617.781864,592.7211864,2.533168297,25.51404277,12.56407826,20.79362713,22.54691384,21.05733827,20.32791046,43.15036591,6.632636165,3.98106018,5.272362926,5.209202189,4.503675545,3.783724608,4.953779479,3187.208686,1681.977089,1.284029587,0.028433473,0.015360844,13.77581993,129.1992188,BollywoodDance
23, Ab Se Teri,"Mohammed Irfan, Sachin Gupta",Unforgettable,9.7/10,0.240428118,0.213902028,0.206296178,0.249412452,0.269912202,0.255889483,0.23477118,0.208670574,0.26795307,0.305423717,0.255993172,0.22071022,0.137236657,0.133750743,0.166271146,0.135174368,0.164802943,0.167946535,0.141825567,0.170975008,0.13840738,0.175781307,0.134792591,0.140625558,-94.20872119,127.3865077,-10.80411592,42.25380903,-12.13103181,35.14487579,-12.14517009,21.15823161,-7.318089457,14.52991929,-3.166470548,10.04962065,3.345867286,42.31886469,18.24750223,14.40009178,14.89973174,12.62721009,10.45916064,9.669510884,8.923697568,9.219466558,9.745940456,9.849527007,9.606334815,11.25077771,3434.193067,978.973644,1.377549152,18.26033861,16.28835912,19.96782364,21.78556087,21.34297556,19.98127338,51.79343181,6.353825674,4.864414982,5.281559665,5.172110382,4.49538109,3.725929632,4.864195332,8254.470853,2259.081501,-0.258383002,0.047917973,0.027308853,6.806896567,120.1853198,BollywoodDance
24, Ab Tere Bin,Kumar Sanu,Aashiqui,9.0/10,0.169754755,0.213264295,0.224763294,0.306823749,0.369021098,0.287715471,0.15484818,0.133790166,0.248366849,0.279503382,0.198408708,0.156192146,0.137220974,0.170390732,0.166148492,0.16142874,0.196213951,0.162245508,0.133584156,0.144548168,0.169753807,0.189408356,0.142274056,0.146948182,-214.7815087,186.334636,-40.69371043,13.24731767,19.90642387,4.409665194,-2.787270697,10.61071581,3.233637638,-3.65072148,-4.761151309,-0.035759089,3.046432473,45.69582293,27.45577668,18.36122967,12.53212302,15.39692323,14.32098335,10.9314586,10.93641008,12.32229431,11.52352079,11.42085964,12.28130673,12.09584135,1825.892823,511.1609015,1.479573012,22.95924703,16.29075584,21.66947272,22.38705378,21.63887767,25.11725798,39.69905638,6.776656211,4.997371039,4.973266907,4.545903776,4.113188326,4.33239503,4.069831175,3350.284755,996.8160328,2.349800193,0.040449684,0.017967408,1.648045197,126.0480183,BollywoodSad
25, Ab Tohe Jane Na Doongi,"Payal Dev, Shreyas Puranik",Bajirao Mastani,9.7/10,0.304368235,0.169408899,0.166905487,0.207081229,0.176112726,0.186576054,0.248208791,0.209856842,0.151377512,0.124664043,0.283268133,0.39089854,0.178098174,0.186871659,0.153643016,0.184550086,0.169102261,0.145425512,0.191783644,0.167621839,0.192292782,0.142649926,0.165381102,0.203333274,-215.5736121,125.330407,-12.54508547,39.4705381,-10.80330979,10.09587991,-15.69489306,4.622120405,-9.011955412,-10.65084677,-0.655561788,0.290578937,-6.143286263,76.54540229,32.83016207,26.03052312,18.08858645,16.43269198,14.75887425,17.65233116,14.05400545,12.11320872,13.8035761,12.9881894,13.21863771,15.17280305,3092.793637,1446.940284,1.994050377,21.96008927,15.32728264,23.96034755,25.72795807,25.46748755,28.87128023,46.52996702,6.754781423,5.316005392,5.740170484,5.40092014,5.150961115,7.395591888,6.605193623,6830.752087,2900.765484,0.233561752,0.046921265,0.044876403,7.85327732,166.7086694,BollywoodRomantic
26, Abhagi Piya Ki,"Ahmed Hussain, Kanika Kapoor, Mohammed. Hussain, Raja Hasan",Tera Intezaar,9.3/10,0.323038549,0.305940051,0.217327623,0.155583533,0.178378846,0.132597439,0.104943862,0.123424255,0.251066396,0.270349495,0.282865921,0.241756562,0.171922388,0.237373408,0.1792314,0.139930953,0.149563664,0.120008788,0.135053932,0.124379088,0.176678155,0.223023903,0.182575795,0.240833894,-210.7545293,150.457809,2.163820068,38.20063579,10.22710055,25.42473934,4.254170294,6.447701013,11.68133678,6.555344775,-1.876367858,5.356099794,7.243159804,57.24066232,22.6875507,24.25579626,18.83604437,16.71959921,13.42421474,15.65094059,13.54138036,10.03871937,9.680761726,12.68360644,9.592272111,13.4096712,2253.990646,1147.416405,2.026150371,16.45020171,14.08493098,22.01626484,24.61408737,25.84315031,26.73330624,46.39310122,6.023531859,4.669390263,5.392574156,5.656260201,5.320211335,5.795087116,5.434147236,5008.735408,2819.863666,0.776980008,0.028090835,0.018908207,4.694105772,110.2941176,BollywoodSad
